sequence,utc_time,elapsed_seconds,delta_seconds,port,type,channel_1_based,note,note_name,velocity,control,value,program_1_based,pitch,song,pos,sysex_hex,raw_bytes_hex,message
2415,2026-09-13T00:29:08.794+00:00,60.947506,0.014789,Chordcat 0,control_change,1,,,,11,85,,,,,,B0 0B 55,control_change channel=0 control=11 value=85 time=0
2416,2026-09-13T00:29:08.809+00:00,60.963113,0.015608,Chordcat 0,control_change,1,,,,11,79,,,,,,B0 0B 4F,control_change channel=0 control=11 value=79 time=0
2417,2026-09-13T00:29:08.824+00:00,60.977513,0.014399,Chordcat 0,control_change,1,,,,11,75,,,,,,B0 0B 4B,control_change channel=0 control=11 value=75 time=0
2418,2026-09-13T00:29:08.839+00:00,60.992234,0.014721,Chordcat 0,control_change,1,,,,11,71,,,,,,B0 0B 47,control_change channel=0 control=11 value=71 time=0
2419,2026-09-13T00:29:08.854+00:00,61.007453,0.01522,Chordcat 0,control_change,1,,,,11,68,,,,,,B0 0B 44,control_change channel=0 control=11 value=68 time=0
2420,2026-09-13T00:29:08.868+00:00,61.021437,0.013983,Chordcat 0,control_change,1,,,,11,66,,,,,,B0 0B 42,control_change channel=0 control=11 value=66 time=0
2421,2026-09-13T00:29:08.883+00:00,61.036313,0.014877,Chordcat 0,control_change,1,,,,11,64,,,,,,B0 0B 40,control_change channel=0 control=11 value=64 time=0
2422,2026-09-13T00:29:08.898+00:00,61.051196,0.014883,Chordcat 0,control_change,1,,,,11,63,,,,,,B0 0B 3F,control_change channel=0 control=11 value=63 time=0
2423,2026-09-13T00:29:08.928+00:00,61.081259,0.030063,Chordcat 0,control_change,1,,,,11,127,,,,,,B0 0B 7F,control_change channel=0 control=11 value=127 time=0
2424,2026-09-13T00:29:09.074+00:00,61.2279,0.146641,Chordcat 0,control_change,1,,,,11,121,,,,,,B0 0B 79,control_change channel=0 control=11 value=121 time=0
2425,2026-09-13T00:29:09.089+00:00,61.242256,0.014355,Chordcat 0,control_change,1,,,,11,112,,,,,,B0 0B 70,control_change channel=0 control=11 value=112 time=0
2426,2026-09-13T00:29:09.103+00:00,61.256414,0.014158,Chordcat 0,control_change,1,,,,11,104,,,,,,B0 0B 68,control_change channel=0 control=11 value=104 time=0
2427,2026-09-13T00:29:09.118+00:00,61.272101,0.015687,Chordcat 0,control_change,1,,,,11,97,,,,,,B0 0B 61,control_change channel=0 control=11 value=97 time=0
2428,2026-09-13T00:29:09.133+00:00,61.286235,0.014134,Chordcat 0,control_change,1,,,,11,91,,,,,,B0 0B 5B,control_change channel=0 control=11 value=91 time=0
2429,2026-09-13T00:29:09.147+00:00,61.300419,0.014184,Chordcat 0,control_change,1,,,,11,85,,,,,,B0 0B 55,control_change channel=0 control=11 value=85 time=0
2430,2026-09-13T00:29:09.162+00:00,61.315786,0.015366,Chordcat 0,control_change,1,,,,11,79,,,,,,B0 0B 4F,control_change channel=0 control=11 value=79 time=0
2431,2026-09-13T00:29:09.178+00:00,61.331344,0.015558,Chordcat 0,control_change,1,,,,11,75,,,,,,B0 0B 4B,control_change channel=0 control=11 value=75 time=0
2432,2026-09-13T00:29:09.191+00:00,61.344653,0.01331,Chordcat 0,control_change,1,,,,11,71,,,,,,B0 0B 47,control_change channel=0 control=11 value=71 time=0
2433,2026-09-13T00:29:09.206+00:00,61.359953,0.0153,Chordcat 0,control_change,1,,,,11,68,,,,,,B0 0B 44,control_change channel=0 control=11 value=68 time=0
2434,2026-09-13T00:29:09.221+00:00,61.374583,0.014629,Chordcat 0,control_change,1,,,,11,66,,,,,,B0 0B 42,control_change channel=0 control=11 value=66 time=0
2435,2026-09-13T00:29:09.236+00:00,61.3898,0.015217,Chordcat 0,control_change,1,,,,11,64,,,,,,B0 0B 40,control_change channel=0 control=11 value=64 time=0
2436,2026-09-13T00:29:09.250+00:00,61.403475,0.013675,Chordcat 0,control_change,1,,,,11,63,,,,,,B0 0B 3F,control_change channel=0 control=11 value=63 time=0
2437,2026-09-13T00:29:09.280+00:00,61.433623,0.030148,Chordcat 0,control_change,1,,,,11,127,,,,,,B0 0B 7F,control_change channel=0 control=11 value=127 time=0
2438,2026-09-13T00:29:09.427+00:00,61.5811,0.147477,Chordcat 0,control_change,1,,,,11,121,,,,,,B0 0B 79,control_change channel=0 control=11 value=121 time=0
2439,2026-09-13T00:29:09.441+00:00,61.594763,0.013664,Chordcat 0,control_change,1,,,,11,112,,,,,,B0 0B 70,control_change channel=0 control=11 value=112 time=0
2440,2026-09-13T00:29:09.457+00:00,61.610134,0.015371,Chordcat 0,control_change,1,,,,11,104,,,,,,B0 0B 68,control_change channel=0 control=11 value=104 time=0
2441,2026-09-13T00:29:09.471+00:00,61.624837,0.014702,Chordcat 0,control_change,1,,,,11,97,,,,,,B0 0B 61,control_change channel=0 control=11 value=97 time=0
2442,2026-09-13T00:29:09.487+00:00,61.640122,0.015286,Chordcat 0,control_change,1,,,,11,90,,,,,,B0 0B 5A,control_change channel=0 control=11 value=90 time=0
2443,2026-09-13T00:29:09.500+00:00,61.653394,0.013271,Chordcat 0,control_change,1,,,,11,85,,,,,,B0 0B 55,control_change channel=0 control=11 value=85 time=0
2444,2026-09-13T00:29:09.516+00:00,61.6693,0.015907,Chordcat 0,control_change,1,,,,11,79,,,,,,B0 0B 4F,control_change channel=0 control=11 value=79 time=0
2445,2026-09-13T00:29:09.531+00:00,61.684186,0.014886,Chordcat 0,control_change,1,,,,11,75,,,,,,B0 0B 4B,control_change channel=0 control=11 value=75 time=0
2446,2026-09-13T00:29:09.544+00:00,61.697401,0.013214,Chordcat 0,control_change,1,,,,11,71,,,,,,B0 0B 47,control_change channel=0 control=11 value=71 time=0
2447,2026-09-13T00:29:09.560+00:00,61.713376,0.015976,Chordcat 0,control_change,1,,,,11,68,,,,,,B0 0B 44,control_change channel=0 control=11 value=68 time=0
2448,2026-09-13T00:29:09.575+00:00,61.728168,0.014792,Chordcat 0,control_change,1,,,,11,66,,,,,,B0 0B 42,control_change channel=0 control=11 value=66 time=0
2449,2026-09-13T00:29:09.590+00:00,61.743324,0.015156,Chordcat 0,control_change,1,,,,11,64,,,,,,B0 0B 40,control_change channel=0 control=11 value=64 time=0
2450,2026-09-13T00:29:09.603+00:00,61.7569,0.013576,Chordcat 0,control_change,1,,,,11,63,,,,,,B0 0B 3F,control_change channel=0 control=11 value=63 time=0
2451,2026-09-13T00:29:09.634+00:00,61.787352,0.030452,Chordcat 0,control_change,1,,,,11,127,,,,,,B0 0B 7F,control_change channel=0 control=11 value=127 time=0
2452,2026-09-13T00:29:09.780+00:00,61.933477,0.146124,Chordcat 0,control_change,1,,,,11,121,,,,,,B0 0B 79,control_change channel=0 control=11 value=121 time=0
2453,2026-09-13T00:29:09.794+00:00,61.948,0.014523,Chordcat 0,control_change,1,,,,11,112,,,,,,B0 0B 70,control_change channel=0 control=11 value=112 time=0
2454,2026-09-13T00:29:09.810+00:00,61.963746,0.015746,Chordcat 0,control_change,1,,,,11,104,,,,,,B0 0B 68,control_change channel=0 control=11 value=104 time=0
2455,2026-09-13T00:29:09.824+00:00,61.977875,0.014129,Chordcat 0,control_change,1,,,,11,97,,,,,,B0 0B 61,control_change channel=0 control=11 value=97 time=0
2456,2026-09-13T00:29:09.840+00:00,61.993682,0.015807,Chordcat 0,control_change,1,,,,11,90,,,,,,B0 0B 5A,control_change channel=0 control=11 value=90 time=0
2457,2026-09-13T00:29:09.853+00:00,62.006387,0.012705,Chordcat 0,control_change,1,,,,11,85,,,,,,B0 0B 55,control_change channel=0 control=11 value=85 time=0
2458,2026-09-13T00:29:09.868+00:00,62.021769,0.015382,Chordcat 0,control_change,1,,,,11,79,,,,,,B0 0B 4F,control_change channel=0 control=11 value=79 time=0
2459,2026-09-13T00:29:09.883+00:00,62.036398,0.014628,Chordcat 0,control_change,1,,,,11,75,,,,,,B0 0B 4B,control_change channel=0 control=11 value=75 time=0
2460,2026-09-13T00:29:09.897+00:00,62.050436,0.014039,Chordcat 0,control_change,1,,,,11,71,,,,,,B0 0B 47,control_change channel=0 control=11 value=71 time=0
2461,2026-09-13T00:29:09.913+00:00,62.066241,0.015805,Chordcat 0,control_change,1,,,,11,68,,,,,,B0 0B 44,control_change channel=0 control=11 value=68 time=0
2462,2026-09-13T00:29:09.927+00:00,62.081098,0.014857,Chordcat 0,control_change,1,,,,11,66,,,,,,B0 0B 42,control_change channel=0 control=11 value=66 time=0
2463,2026-09-13T00:29:09.942+00:00,62.095297,0.014199,Chordcat 0,control_change,1,,,,11,64,,,,,,B0 0B 40,control_change channel=0 control=11 value=64 time=0
2464,2026-09-13T00:29:09.956+00:00,62.109374,0.014077,Chordcat 0,control_change,1,,,,11,63,,,,,,B0 0B 3F,control_change channel=0 control=11 value=63 time=0
2465,2026-09-13T00:29:09.986+00:00,62.139421,0.030047,Chordcat 0,control_change,1,,,,11,127,,,,,,B0 0B 7F,control_change channel=0 control=11 value=127 time=0
2466,2026-09-13T00:29:10.133+00:00,62.286863,0.147442,Chordcat 0,control_change,1,,,,11,121,,,,,,B0 0B 79,control_change channel=0 control=11 value=121 time=0
2467,2026-09-13T00:29:10.148+00:00,62.301737,0.014874,Chordcat 0,control_change,1,,,,11,112,,,,,,B0 0B 70,control_change channel=0 control=11 value=112 time=0
2468,2026-09-13T00:29:10.162+00:00,62.315571,0.013834,Chordcat 0,control_change,1,,,,11,104,,,,,,B0 0B 68,control_change channel=0 control=11 value=104 time=0
2469,2026-09-13T00:29:10.178+00:00,62.331266,0.015695,Chordcat 0,control_change,1,,,,11,97,,,,,,B0 0B 61,control_change channel=0 control=11 value=97 time=0
2470,2026-09-13T00:29:10.193+00:00,62.346428,0.015162,Chordcat 0,control_change,1,,,,11,90,,,,,,B0 0B 5A,control_change channel=0 control=11 value=90 time=0
2471,2026-09-13T00:29:10.206+00:00,62.359765,0.013337,Chordcat 0,control_change,1,,,,11,85,,,,,,B0 0B 55,control_change channel=0 control=11 value=85 time=0
2472,2026-09-13T00:29:10.221+00:00,62.374425,0.014659,Chordcat 0,control_change,1,,,,11,80,,,,,,B0 0B 50,control_change channel=0 control=11 value=80 time=0
2473,2026-09-13T00:29:10.237+00:00,62.390357,0.015932,Chordcat 0,control_change,1,,,,11,75,,,,,,B0 0B 4B,control_change channel=0 control=11 value=75 time=0
2474,2026-09-13T00:29:10.252+00:00,62.40529,0.014934,Chordcat 0,control_change,1,,,,11,71,,,,,,B0 0B 47,control_change channel=0 control=11 value=71 time=0
2475,2026-09-13T00:29:10.265+00:00,62.418403,0.013113,Chordcat 0,control_change,1,,,,11,68,,,,,,B0 0B 44,control_change channel=0 control=11 value=68 time=0
2476,2026-09-13T00:29:10.280+00:00,62.433344,0.014941,Chordcat 0,control_change,1,,,,11,66,,,,,,B0 0B 42,control_change channel=0 control=11 value=66 time=0
2477,2026-09-13T00:29:10.296+00:00,62.449159,0.015815,Chordcat 0,control_change,1,,,,11,64,,,,,,B0 0B 40,control_change channel=0 control=11 value=64 time=0
2478,2026-09-13T00:29:10.310+00:00,62.463673,0.014514,Chordcat 0,control_change,1,,,,11,63,,,,,,B0 0B 3F,control_change channel=0 control=11 value=63 time=0
2479,2026-09-13T00:29:10.340+00:00,62.493365,0.029692,Chordcat 0,control_change,1,,,,11,127,,,,,,B0 0B 7F,control_change channel=0 control=11 value=127 time=0
2480,2026-09-13T00:29:10.486+00:00,62.639576,0.146212,Chordcat 0,control_change,1,,,,11,121,,,,,,B0 0B 79,control_change channel=0 control=11 value=121 time=0
2481,2026-09-13T00:29:10.501+00:00,62.654686,0.015109,Chordcat 0,control_change,1,,,,11,112,,,,,,B0 0B 70,control_change channel=0 control=11 value=112 time=0
2482,2026-09-13T00:29:10.515+00:00,62.66879,0.014105,Chordcat 0,control_change,1,,,,11,104,,,,,,B0 0B 68,control_change channel=0 control=11 value=104 time=0
2483,2026-09-13T00:29:10.530+00:00,62.68362,0.014829,Chordcat 0,control_change,1,,,,11,97,,,,,,B0 0B 61,control_change channel=0 control=11 value=97 time=0
2484,2026-09-13T00:29:10.545+00:00,62.698906,0.015287,Chordcat 0,control_change,1,,,,11,90,,,,,,B0 0B 5A,control_change channel=0 control=11 value=90 time=0
2485,2026-09-13T00:29:10.560+00:00,62.713811,0.014904,Chordcat 0,control_change,1,,,,11,85,,,,,,B0 0B 55,control_change channel=0 control=11 value=85 time=0
2486,2026-09-13T00:29:10.574+00:00,62.727855,0.014044,Chordcat 0,control_change,1,,,,11,79,,,,,,B0 0B 4F,control_change channel=0 control=11 value=79 time=0
2487,2026-09-13T00:29:10.589+00:00,62.743065,0.01521,Chordcat 0,control_change,1,,,,11,75,,,,,,B0 0B 4B,control_change channel=0 control=11 value=75 time=0
2488,2026-09-13T00:29:10.604+00:00,62.757153,0.014088,Chordcat 0,control_change,1,,,,11,71,,,,,,B0 0B 47,control_change channel=0 control=11 value=71 time=0
2489,2026-09-13T00:29:10.619+00:00,62.772266,0.015113,Chordcat 0,control_change,1,,,,11,68,,,,,,B0 0B 44,control_change channel=0 control=11 value=68 time=0
2490,2026-09-13T00:29:10.634+00:00,62.788097,0.015832,Chordcat 0,control_change,1,,,,11,65,,,,,,B0 0B 41,control_change channel=0 control=11 value=65 time=0
2491,2026-09-13T00:29:10.649+00:00,62.802211,0.014114,Chordcat 0,control_change,1,,,,11,64,,,,,,B0 0B 40,control_change channel=0 control=11 value=64 time=0
2492,2026-09-13T00:29:10.662+00:00,62.815591,0.013381,Chordcat 0,control_change,1,,,,11,63,,,,,,B0 0B 3F,control_change channel=0 control=11 value=63 time=0
2493,2026-09-13T00:29:10.692+00:00,62.845711,0.030119,Chordcat 0,control_change,1,,,,11,127,,,,,,B0 0B 7F,control_change channel=0 control=11 value=127 time=0
2494,2026-09-13T00:29:10.839+00:00,62.993001,0.147291,Chordcat 0,control_change,1,,,,11,121,,,,,,B0 0B 79,control_change channel=0 control=11 value=121 time=0
2495,2026-09-13T00:29:10.853+00:00,63.006751,0.013749,Chordcat 0,control_change,1,,,,11,112,,,,,,B0 0B 70,control_change channel=0 control=11 value=112 time=0
2496,2026-09-13T00:29:10.868+00:00,63.021529,0.014779,Chordcat 0,control_change,1,,,,11,104,,,,,,B0 0B 68,control_change channel=0 control=11 value=104 time=0
2497,2026-09-13T00:29:10.883+00:00,63.036624,0.015095,Chordcat 0,control_change,1,,,,11,97,,,,,,B0 0B 61,control_change channel=0 control=11 value=97 time=0
2498,2026-09-13T00:29:10.899+00:00,63.052125,0.015501,Chordcat 0,control_change,1,,,,11,90,,,,,,B0 0B 5A,control_change channel=0 control=11 value=90 time=0
2499,2026-09-13T00:29:10.912+00:00,63.065393,0.013268,Chordcat 0,control_change,1,,,,11,85,,,,,,B0 0B 55,control_change channel=0 control=11 value=85 time=0
2500,2026-09-13T00:29:10.927+00:00,63.080482,0.015089,Chordcat 0,control_change,1,,,,11,79,,,,,,B0 0B 4F,control_change channel=0 control=11 value=79 time=0
2501,2026-09-13T00:29:10.942+00:00,63.09602,0.015538,Chordcat 0,control_change,1,,,,11,75,,,,,,B0 0B 4B,control_change channel=0 control=11 value=75 time=0
2502,2026-09-13T00:29:10.956+00:00,63.110021,0.014001,Chordcat 0,control_change,1,,,,11,71,,,,,,B0 0B 47,control_change channel=0 control=11 value=71 time=0
2503,2026-09-13T00:29:10.971+00:00,63.124776,0.014756,Chordcat 0,control_change,1,,,,11,68,,,,,,B0 0B 44,control_change channel=0 control=11 value=68 time=0
2504,2026-09-13T00:29:10.986+00:00,63.139648,0.014872,Chordcat 0,control_change,1,,,,11,66,,,,,,B0 0B 42,control_change channel=0 control=11 value=66 time=0
2505,2026-09-13T00:29:11.001+00:00,63.155131,0.015483,Chordcat 0,control_change,1,,,,11,64,,,,,,B0 0B 40,control_change channel=0 control=11 value=64 time=0
2506,2026-09-13T00:29:11.016+00:00,63.169205,0.014074,Chordcat 0,control_change,1,,,,11,63,,,,,,B0 0B 3F,control_change channel=0 control=11 value=63 time=0
2507,2026-09-13T00:29:11.045+00:00,63.198601,0.029396,Chordcat 0,control_change,1,,,,11,127,,,,,,B0 0B 7F,control_change channel=0 control=11 value=127 time=0
2508,2026-09-13T00:29:11.192+00:00,63.345356,0.146755,Chordcat 0,control_change,1,,,,11,121,,,,,,B0 0B 79,control_change channel=0 control=11 value=121 time=0
2509,2026-09-13T00:29:11.207+00:00,63.3604,0.015044,Chordcat 0,control_change,1,,,,11,112,,,,,,B0 0B 70,control_change channel=0 control=11 value=112 time=0
2510,2026-09-13T00:29:11.221+00:00,63.374511,0.014112,Chordcat 0,control_change,1,,,,11,104,,,,,,B0 0B 68,control_change channel=0 control=11 value=104 time=0
2511,2026-09-13T00:29:11.236+00:00,63.389858,0.015347,Chordcat 0,control_change,1,,,,11,97,,,,,,B0 0B 61,control_change channel=0 control=11 value=97 time=0
2512,2026-09-13T00:29:11.251+00:00,63.404628,0.014769,Chordcat 0,control_change,1,,,,11,90,,,,,,B0 0B 5A,control_change channel=0 control=11 value=90 time=0
2513,2026-09-13T00:29:11.265+00:00,63.418883,0.014255,Chordcat 0,control_change,1,,,,11,85,,,,,,B0 0B 55,control_change channel=0 control=11 value=85 time=0
2514,2026-09-13T00:29:11.280+00:00,63.433868,0.014985,Chordcat 0,control_change,1,,,,11,80,,,,,,B0 0B 50,control_change channel=0 control=11 value=80 time=0
2515,2026-09-13T00:29:11.296+00:00,63.449277,0.015409,Chordcat 0,control_change,1,,,,11,75,,,,,,B0 0B 4B,control_change channel=0 control=11 value=75 time=0
2516,2026-09-13T00:29:11.311+00:00,63.464486,0.01521,Chordcat 0,control_change,1,,,,11,71,,,,,,B0 0B 47,control_change channel=0 control=11 value=71 time=0
2517,2026-09-13T00:29:11.324+00:00,63.478378,0.013892,Chordcat 0,control_change,1,,,,11,68,,,,,,B0 0B 44,control_change channel=0 control=11 value=68 time=0
2518,2026-09-13T00:29:11.339+00:00,63.492845,0.014467,Chordcat 0,control_change,1,,,,11,66,,,,,,B0 0B 42,control_change channel=0 control=11 value=66 time=0
2519,2026-09-13T00:29:11.354+00:00,63.508044,0.015199,Chordcat 0,control_change,1,,,,11,64,,,,,,B0 0B 40,control_change channel=0 control=11 value=64 time=0
2520,2026-09-13T00:29:11.368+00:00,63.521532,0.013488,Chordcat 0,control_change,1,,,,11,63,,,,,,B0 0B 3F,control_change channel=0 control=11 value=63 time=0
2521,2026-09-13T00:29:11.398+00:00,63.551406,0.029874,Chordcat 0,control_change,1,,,,11,127,,,,,,B0 0B 7F,control_change channel=0 control=11 value=127 time=0
2522,2026-09-13T00:29:11.545+00:00,63.699074,0.147667,Chordcat 0,control_change,1,,,,11,121,,,,,,B0 0B 79,control_change channel=0 control=11 value=121 time=0
2523,2026-09-13T00:29:11.560+00:00,63.71364,0.014566,Chordcat 0,control_change,1,,,,11,112,,,,,,B0 0B 70,control_change channel=0 control=11 value=112 time=0
2524,2026-09-13T00:29:11.574+00:00,63.727747,0.014107,Chordcat 0,control_change,1,,,,11,104,,,,,,B0 0B 68,control_change channel=0 control=11 value=104 time=0
2525,2026-09-13T00:29:11.589+00:00,63.742389,0.014642,Chordcat 0,control_change,1,,,,11,97,,,,,,B0 0B 61,control_change channel=0 control=11 value=97 time=0
2526,2026-09-13T00:29:11.605+00:00,63.758265,0.015876,Chordcat 0,control_change,1,,,,11,90,,,,,,B0 0B 5A,control_change channel=0 control=11 value=90 time=0
2527,2026-09-13T00:29:11.619+00:00,63.772555,0.01429,Chordcat 0,control_change,1,,,,11,85,,,,,,B0 0B 55,control_change channel=0 control=11 value=85 time=0
2528,2026-09-13T00:29:11.633+00:00,63.786777,0.014222,Chordcat 0,control_change,1,,,,11,79,,,,,,B0 0B 4F,control_change channel=0 control=11 value=79 time=0
2529,2026-09-13T00:29:11.648+00:00,63.80214,0.015362,Chordcat 0,control_change,1,,,,11,75,,,,,,B0 0B 4B,control_change channel=0 control=11 value=75 time=0
2530,2026-09-13T00:29:11.664+00:00,63.817252,0.015113,Chordcat 0,control_change,1,,,,11,71,,,,,,B0 0B 47,control_change channel=0 control=11 value=71 time=0
2531,2026-09-13T00:29:11.678+00:00,63.831174,0.013921,Chordcat 0,control_change,1,,,,11,68,,,,,,B0 0B 44,control_change channel=0 control=11 value=68 time=0
2532,2026-09-13T00:29:11.692+00:00,63.846138,0.014965,Chordcat 0,control_change,1,,,,11,66,,,,,,B0 0B 42,control_change channel=0 control=11 value=66 time=0
2533,2026-09-13T00:29:11.708+00:00,63.861256,0.015118,Chordcat 0,control_change,1,,,,11,64,,,,,,B0 0B 40,control_change channel=0 control=11 value=64 time=0
2534,2026-09-13T00:29:11.721+00:00,63.874441,0.013185,Chordcat 0,control_change,1,,,,11,63,,,,,,B0 0B 3F,control_change channel=0 control=11 value=63 time=0
2535,2026-09-13T00:29:11.751+00:00,63.904529,0.030088,Chordcat 0,control_change,1,,,,11,127,,,,,,B0 0B 7F,control_change channel=0 control=11 value=127 time=0
2536,2026-09-13T00:29:11.898+00:00,64.051387,0.146858,Chordcat 0,control_change,1,,,,11,121,,,,,,B0 0B 79,control_change channel=0 control=11 value=121 time=0
2537,2026-09-13T00:29:11.914+00:00,64.06731,0.015922,Chordcat 0,control_change,1,,,,11,112,,,,,,B0 0B 70,control_change channel=0 control=11 value=112 time=0
2538,2026-09-13T00:29:11.927+00:00,64.080901,0.013592,Chordcat 0,control_change,1,,,,11,104,,,,,,B0 0B 68,control_change channel=0 control=11 value=104 time=0
2539,2026-09-13T00:29:11.943+00:00,64.096307,0.015405,Chordcat 0,control_change,1,,,,11,97,,,,,,B0 0B 61,control_change channel=0 control=11 value=97 time=0
